Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 03/03  01:00:00,0.618703468380418,1.05496232801648,0.000000000000000E+000,0.694032523182402,0.000000000000000E+000,1.925132141177150E-002,1.925132141177150E-002,1.925132141177150E-002,0.127084797834667,2.606634631026037E-002,9.827947445740333E-002,0.332946516306314,0.337994838699096 
 03/03  02:00:00,0.529139682898319,1.47319764018994,0.000000000000000E+000,1.17909064771997,0.000000000000000E+000,3.270603649636938E-002,3.270603649636938E-002,3.270603649636938E-002,7.545658832404237E-002,1.547689653155732E-002,8.386910965267348E-002,0.306556039833677,0.272989929975791 
 03/03  03:00:00,0.492787953188569,1.75114063758520,0.000000000000000E+000,1.47483129749126,0.000000000000000E+000,4.090939601209784E-002,4.090939601209784E-002,4.090939601209784E-002,5.162820286083813E-002,1.058945250657523E-002,7.158412284098968E-002,0.303001766908070,0.255437113106937 
 03/03  04:00:00,0.492619483704469,2.17296203799135,0.000000000000000E+000,1.89189368229446,0.000000000000000E+000,5.247802104106658E-002,5.247802104106658E-002,5.247802104106658E-002,5.162820286083813E-002,1.058945250657523E-002,6.411215583864807E-002,0.298736639397340,0.260489931318507 
 03/03  05:00:00,0.496536004260472,2.41704515777793,0.000000000000000E+000,2.08517393349280,0.000000000000000E+000,5.783929751454572E-002,5.783929751454572E-002,5.783929751454572E-002,5.162820286083813E-002,1.058945250657523E-002,7.395221645997889E-002,0.287451822858535,0.312070152642036 
 03/03  06:00:00,0.554676385878187,2.92393278766480,0.000000000000000E+000,2.36338052522190,0.000000000000000E+000,6.555629108091618E-002,6.555629108091618E-002,6.555629108091618E-002,5.559960154633677E-002,1.140402514680282E-002,8.626832450802412E-002,0.320773131536108,0.538455857920006 
 03/03  07:00:00,0.728673324213546,4.56403666749208,0.000000000000000E+000,3.57761503000412,0.000000000000000E+000,9.923716040623175E-002,9.923716040623175E-002,9.923716040623175E-002,8.737081097968286E-002,1.792060626862355E-002,0.138447925181248,0.370621809317757,0.960891414976900 
 03/03  08:00:00,0.911623683444124,3.69613960917082,0.000000000000000E+000,2.59249331242137,0.000000000000000E+000,7.191150320512459E-002,7.191150320512459E-002,7.191150320512459E-002,0.154884628531874,3.176836297547005E-002,0.214170712514307,0.393813440157350,1.07651852255403 
 03/03  09:00:00,0.837270146050670,3.43572623827865,0.000000000000000E+000,2.36730016891133,0.000000000000000E+000,6.566501555414235E-002,6.566501555414235E-002,6.566501555414235E-002,0.123113412448741,2.525177639790496E-002,0.275218413283566,0.332946516306314,1.04549110323234 
 03/03  10:00:00,0.775719360749100,3.28855507341759,0.000000000000000E+000,2.31691889623730,0.000000000000000E+000,6.426752186186607E-002,6.426752186186607E-002,6.426752186186607E-002,6.354239891733346E-002,1.303317179119409E-002,0.336436847124624,0.283364408994085,0.952116666370463 
 03/03  11:00:00,0.795226540547926,3.61132131167738,0.000000000000000E+000,2.74939467285057,0.000000000000000E+000,7.626368904465326E-002,7.626368904465326E-002,7.626368904465326E-002,5.162820286083813E-002,1.058945250657523E-002,0.351641513346258,0.290028670729601,0.841948061441019 
 03/03  12:00:00,0.774669480247152,2.22037876542154,0.000000000000000E+000,1.45659211745720,0.000000000000000E+000,4.040347113769438E-002,4.040347113769438E-002,4.040347113769438E-002,5.162820286083813E-002,1.058945250657523E-002,0.366855814129303,0.290117527552739,0.743801949690859 
 03/03  13:00:00,0.741476158914728,1.47121618033356,0.000000000000000E+000,0.784311325005761,0.000000000000000E+000,2.175550698307844E-002,2.175550698307844E-002,2.175550698307844E-002,5.162820286083813E-002,1.058945250657523E-002,0.357197582224207,0.285230402280028,0.667256805876693 
 03/03  14:00:00,0.706672435990308,0.986421605578431,0.000000000000000E+000,0.344034077750517,0.000000000000000E+000,9.542939827960950E-003,9.542939827960950E-003,9.542939827960950E-003,5.162820286083813E-002,1.058945250657523E-002,0.324743319086342,0.295093509648591,0.622060059844391 
 03/03  15:00:00,0.688666350622381,0.597976914950483,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.162820286083813E-002,1.058945250657523E-002,0.299663947619161,0.311709735575808,0.576504840970895 
 03/03  16:00:00,0.724116612511671,0.604772696124320,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.957100023183511E-002,1.221859915096650E-002,0.308215184980723,0.329036816088145,0.582107049047236 
 03/03  17:00:00,0.869014064503837,0.662643025690860,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.134219636560864E-002,1.873518982033986E-002,0.354668780903828,0.389192885354059,0.635833537654776 
 03/03  18:00:00,1.15081517693032,0.924054924346073,0.000000000000000E+000,0.137445785557756,0.000000000000000E+000,3.812520171724531E-003,3.812520171724531E-003,3.812520171724531E-003,0.182684392731217,3.747036600131882E-002,0.438965730037081,0.472807155928983,0.754039895445850 
 03/03  19:00:00,1.38182971206944,0.896777931702930,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.353454629304658,7.249702226557142E-002,0.397477157158294,0.513325867280912,0.861417563578625 
 03/03  20:00:00,1.50377331391958,0.915640110425386,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.528196184766160,0.108338248442179,0.322310632266247,0.529853236384989,0.879141257192699 
 03/03  21:00:00,1.53547936068302,0.924783768207517,0.000000000000000E+000,7.073959699718232E-002,0.000000000000000E+000,1.962200146021164E-003,1.962200146021164E-003,1.962200146021164E-003,0.567910171621143,0.116483974844455,0.285979116882669,0.548068885128730,0.816290536003356 
 03/03  22:00:00,1.40671760031126,1.22006563088405,0.000000000000000E+000,0.444935516696290,0.000000000000000E+000,1.234177989261429E-002,1.234177989261429E-002,1.234177989261429E-002,0.476567975255536,9.774878502411546E-002,0.269710545482451,0.535273502596540,0.738257886806626 
 03/03  23:00:00,1.15275056892602,1.57568103037880,0.000000000000000E+000,0.929536934768175,0.000000000000000E+000,2.578382669054257E-002,2.578382669054257E-002,2.578382669054257E-002,0.357426014690583,7.331159217792682E-002,0.217943504277125,0.463210619029843,0.614235908137539 
 03/03  24:00:00,0.904807576968752,1.87488127041772,0.000000000000000E+000,1.36689272945663,0.000000000000000E+000,3.791535755344900E-002,3.791535755344900E-002,3.791535755344900E-002,0.250198210283408,5.131810906880441E-002,0.147779479178003,0.402521408825089,0.480260919773092 
 03/04  01:00:00,0.655002587476873,2.13872977664719,0.000000000000000E+000,1.76566886815162,0.000000000000000E+000,4.897675217248040E-002,4.897675217248040E-002,4.897675217248040E-002,0.127084797834667,2.606634631026037E-002,0.104853162793151,0.332946516306314,0.350125942360591 
 03/04  02:00:00,0.556651205586417,2.32912310865820,0.000000000000000E+000,2.02861811071522,0.000000000000000E+000,5.627053195150538E-002,5.627053195150538E-002,5.627053195150538E-002,7.545658832404237E-002,1.547689653155732E-002,8.781613688563442E-002,0.306556039833677,0.279387935448808 
 03/04  03:00:00,0.516200551208711,2.50576540093090,0.000000000000000E+000,2.22474442424616,0.000000000000000E+000,6.171075351601832E-002,6.171075351601832E-002,6.171075351601832E-002,5.162820286083813E-002,1.058945250657523E-002,7.419536335721098E-002,0.303001766908070,0.260148749697742 
 03/04  04:00:00,0.507425059048295,2.66255612849928,0.000000000000000E+000,2.37642744248567,0.000000000000000E+000,6.591819112059404E-002,6.591819112059404E-002,6.591819112059404E-002,5.162820286083813E-002,1.058945250657523E-002,6.547756110294642E-002,0.298736639397340,0.265550261635232 
 03/04  05:00:00,0.510672203324691,2.84072394811448,0.000000000000000E+000,2.49850200484102,0.000000000000000E+000,6.930433882636476E-002,6.930433882636476E-002,6.930433882636476E-002,5.162820286083813E-002,1.058945250657523E-002,7.662337421237893E-002,0.287451822858535,0.322420871630363 
 03/04  06:00:00,0.563788489743678,3.13460062870414,0.000000000000000E+000,2.54419181532621,0.000000000000000E+000,7.057169906887908E-002,7.057169906887908E-002,7.057169906887908E-002,5.559960154633677E-002,1.140402514680282E-002,9.036502038555042E-002,0.320773131536108,0.568312408855033 
 03/04  07:00:00,0.709728982433071,3.56650475167341,0.000000000000000E+000,2.51158710179320,0.000000000000000E+000,6.966729790784346E-002,6.966729790784346E-002,6.966729790784346E-002,8.737081097968286E-002,1.792060626862355E-002,0.149073445899162,0.370621809317757,1.02938742736912 
 03/04  08:00:00,0.959132581123815,4.72924623280340,0.000000000000000E+000,3.54235200434034,0.000000000000000E+000,9.825902203615668E-002,9.825902203615668E-002,9.825902203615668E-002,0.154884628531874,3.176836297547005E-002,0.235332091362966,0.393813440157350,1.15976645426764 
 03/04  09:00:00,0.884355576212703,4.05079675892293,0.000000000000000E+000,2.89538132705979,0.000000000000000E+000,8.031311887414259E-002,8.031311887414259E-002,8.031311887414259E-002,0.123113412448741,2.525177639790496E-002,0.307655740125598,0.332946516306314,1.13248046572816 
 03/04  10:00:00,0.835082896399263,3.88533239240082,0.000000000000000E+000,2.83362006643135,0.000000000000000E+000,7.859996302129844E-002,7.859996302129844E-002,7.859996302129844E-002,6.354239891733346E-002,1.303317179119409E-002,0.381467941615351,0.283364408994085,1.03219281515964 
 03/04  11:00:00,0.870972153391029,4.57516685982181,0.000000000000000E+000,3.64452135419919,0.000000000000000E+000,0.101093031865473,0.101093031865473,0.101093031865473,5.162820286083813E-002,1.058945250657523E-002,0.402557783368541,0.290028670729601,0.910666928236824 
 03/04  12:00:00,0.862276438672024,3.54342992261753,0.000000000000000E+000,2.72264251118374,0.000000000000000E+000,7.552162805254549E-002,7.552162805254549E-002,7.552162805254549E-002,5.162820286083813E-002,1.058945250657523E-002,0.419344615639324,0.290117527552739,0.800802713160305 
 03/04  13:00:00,0.837204888604783,3.24814220327896,0.000000000000000E+000,2.51181762827883,0.000000000000000E+000,6.967369233363845E-002,6.967369233363845E-002,6.967369233363845E-002,5.162820286083813E-002,1.058945250657523E-002,0.405008126563703,0.285230402280028,0.716676525549023 
 03/04  14:00:00,0.802802744278607,2.92348049092622,0.000000000000000E+000,2.23824296075091,0.000000000000000E+000,6.208518073111458E-002,6.208518073111458E-002,6.208518073111458E-002,5.162820286083813E-002,1.058945250657523E-002,0.368331386471487,0.295093509648591,0.664910062191780 
 03/04  15:00:00,0.784321421413055,2.67519522077326,0.000000000000000E+000,2.03795303167095,0.000000000000000E+000,5.652946731500739E-002,5.652946731500739E-002,5.652946731500739E-002,5.162820286083813E-002,1.058945250657523E-002,0.338789551094827,0.311709735575808,0.615770115122720 
 03/04  16:00:00,0.814589133147969,2.56977390969684,0.000000000000000E+000,1.92561944032684,0.000000000000000E+000,5.341351813385365E-002,5.341351813385365E-002,5.341351813385365E-002,5.957100023183511E-002,1.221859915096650E-002,0.345274187483165,0.329036816088145,0.621488822292927 
 03/04  17:00:00,0.951442726554736,2.38849186722709,0.000000000000000E+000,1.67676532689727,0.000000000000000E+000,4.651071406884176E-002,4.651071406884176E-002,4.651071406884176E-002,9.134219636560864E-002,1.873518982033986E-002,0.390586728885886,0.389192885354059,0.684917052293731 
 03/04  18:00:00,1.24329727999433,3.04125085232104,0.000000000000000E+000,2.19705393066747,0.000000000000000E+000,6.094266473901168E-002,6.094266473901168E-002,6.094266473901168E-002,0.182684392731217,3.747036600131882E-002,0.474317688533803,0.472807155928983,0.811627678311112 
 03/04  19:00:00,1.45401388902594,2.33782124999701,0.000000000000000E+000,1.36539575594104,0.000000000000000E+000,3.787383396870210E-002,3.787383396870210E-002,3.787383396870210E-002,0.353454629304658,7.249702226557142E-002,0.431787500146093,0.513325867280912,0.937065125931670 
 03/04  20:00:00,1.56946984523472,2.13423908539052,0.000000000000000E+000,1.13387215110053,0.000000000000000E+000,3.145174972579215E-002,3.145174972579215E-002,3.145174972579215E-002,0.528196184766160,0.108338248442179,0.356555413855597,0.529853236384989,0.963868081057303 
 03/04  21:00:00,1.59896667538844,2.03638361763104,0.000000000000000E+000,1.10295348104858,0.000000000000000E+000,3.059411663957123E-002,3.059411663957123E-002,3.059411663957123E-002,0.567910171621143,0.116483974844455,0.320834515094546,0.548068885128730,0.895676501375486 
 03/04  22:00:00,1.46636014836686,2.15300310471571,0.000000000000000E+000,1.31144908519763,0.000000000000000E+000,3.637744199442670E-002,3.637744199442670E-002,3.637744199442670E-002,0.476567975255536,9.774878502411546E-002,0.305317431436236,0.535273502596540,0.804681792136941 
 03/04  23:00:00,1.20313533094504,2.42436372423660,0.000000000000000E+000,1.72596218871287,0.000000000000000E+000,4.787535415072101E-002,4.787535415072101E-002,4.787535415072101E-002,0.357426014690583,7.331159217792682E-002,0.246236738835966,0.463210619029843,0.666493348050646 
 03/04  24:00:00,0.942863349003417,2.71934562692051,0.000000000000000E+000,2.17879787724213,0.000000000000000E+000,6.043627182446906E-002,6.043627182446906E-002,6.043627182446906E-002,0.250198210283408,5.131810906880441E-002,0.163314336941647,0.402521408825089,0.512820128490369 
 03/05  01:00:00,0.680903929505641,3.07219236247084,0.000000000000000E+000,2.69944236751485,0.000000000000000E+000,7.487809420124826E-002,7.487809420124826E-002,7.487809420124826E-002,0.127084797834667,2.606634631026037E-002,0.104853162793151,0.332946516306314,0.349815028821007 
 03/05  02:00:00,0.583193438232302,3.28584235680095,0.000000000000000E+000,2.98549646208154,0.000000000000000E+000,8.281276459739229E-002,8.281276459739229E-002,8.281276459739229E-002,7.545658832404237E-002,1.547689653155732E-002,8.781613688563442E-002,0.306556039833677,0.279228832225237 
 03/05  03:00:00,0.547487793280515,3.63359440222253,0.000000000000000E+000,3.35268588312364,0.000000000000000E+000,9.299799558782222E-002,9.299799558782222E-002,9.299799558782222E-002,5.162820286083813E-002,1.058945250657523E-002,7.419536335721098E-002,0.303001766908070,0.260036292111903 
 03/05  04:00:00,0.540492946107642,3.85456667865424,0.000000000000000E+000,3.56856322377682,0.000000000000000E+000,9.898607817994169E-002,9.898607817994169E-002,9.898607817994169E-002,5.162820286083813E-002,1.058945250657523E-002,6.547756110294642E-002,0.298736639397340,0.265425030499011 
 03/05  05:00:00,0.545313365885124,4.08932231583568,0.000000000000000E+000,3.74735619742064,0.000000000000000E+000,0.103945501386797,0.103945501386797,0.103945501386797,5.162820286083813E-002,1.058945250657523E-002,7.662337421237893E-002,0.287451822858535,0.322165046771959 
 03/05  06:00:00,0.600424096457515,4.45455737559858,0.000000000000000E+000,3.86494803886398,0.000000000000000E+000,0.107207305782717,0.107207305782717,0.107207305782717,5.559960154633677E-002,1.140402514680282E-002,9.036502038555042E-002,0.320773131536108,0.567512932211705 
 03/05  07:00:00,0.742629828954424,4.75079252702706,0.000000000000000E+000,3.69770087744756,0.000000000000000E+000,0.102568144429197,0.102568144429197,0.102568144429197,8.737081097968286E-002,1.792060626862355E-002,0.149073445899162,0.370621809317757,1.02756142706843 
 03/05  08:00:00,0.954008519679336,4.54237239199639,0.000000000000000E+000,3.35762363078156,0.000000000000000E+000,9.313496059167664E-002,9.313496059167664E-002,9.313496059167664E-002,0.154884628531874,3.176836297547005E-002,0.235332091362966,0.393813440157350,1.15762098701942 
 03/05  09:00:00,0.879132476911066,3.86039100133744,0.000000000000000E+000,2.70708252358485,0.000000000000000E+000,7.509001957250482E-002,7.509001957250482E-002,7.509001957250482E-002,0.123113412448741,2.525177639790496E-002,0.307655740125598,0.332946516306314,1.13037351161762 
 03/05  10:00:00,0.812173190374116,3.05750944403252,0.000000000000000E+000,2.00769852380536,0.000000000000000E+000,5.569025699615245E-002,5.569025699615245E-002,5.569025699615245E-002,6.354239891733346E-002,1.303317179119409E-002,0.381467941615351,0.283364408994085,1.03029140941733 
 03/05  11:00:00,0.817836102463767,2.65791523875682,0.000000000000000E+000,1.72890492932115,0.000000000000000E+000,4.795698093821183E-002,4.795698093821183E-002,4.795698093821183E-002,5.162820286083813E-002,1.058945250657523E-002,0.402557783368541,0.290028670729601,0.909031732049884 
 03/05  12:00:00,0.807047810680854,1.55098966142316,0.000000000000000E+000,0.731586249810662,0.000000000000000E+000,2.029300006137631E-002,2.029300006137631E-002,2.029300006137631E-002,5.162820286083813E-002,1.058945250657523E-002,0.419344615639324,0.290117527552739,0.799418713339028 
 03/05  13:00:00,0.771435791696267,0.875898425606610,0.000000000000000E+000,0.140765205511943,0.000000000000000E+000,3.904595425122869E-003,3.904595425122869E-003,3.904595425122869E-003,5.162820286083813E-002,1.058945250657523E-002,0.405008126563703,0.285230402280028,0.715485170643565 
 03/05  14:00:00,0.740717563547493,0.682306783344265,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.162820286083813E-002,1.058945250657523E-002,0.368331386471487,0.295093509648591,0.661979315360740 
 03/05  15:00:00,0.727791954098048,0.632076479961710,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.162820286083813E-002,1.058945250657523E-002,0.338789551094827,0.311709735575808,0.610604405982123 
 03/05  16:00:00,0.761175615014113,0.638832676558349,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.957100023183511E-002,1.221859915096650E-002,0.345274187483165,0.329036816088145,0.616167029481265 
 03/05  17:00:00,0.904932012485895,0.705664623573044,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.134219636560864E-002,1.873518982033986E-002,0.390586728885886,0.389192885354059,0.678855135536960 
 03/05  18:00:00,1.18235461525532,0.838617049924450,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.182684392731217,3.747036600131882E-002,0.474317688533803,0.472807155928983,0.806047806581985 
 03/05  19:00:00,1.41614005505723,0.966048665926556,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.353454629304658,7.249702226557142E-002,0.431787500146093,0.513325867280912,0.930688297802251 
 03/05  20:00:00,1.53801809550893,0.993383032206079,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.528196184766160,0.108338248442179,0.356555413855597,0.529853236384989,0.956884178973389 
 03/05  21:00:00,1.56837255874887,0.927596692448727,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.567910171621143,0.116483974844455,0.320834515094546,0.548068885128730,0.889843057241749 
 03/05  22:00:00,1.42998270637243,0.836506763901695,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.476567975255536,9.774878502411546E-002,0.305317431436236,0.535273502596540,0.799634536520562 
 03/05  23:00:00,1.15525997679432,0.695888421129655,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.357426014690583,7.331159217792682E-002,0.246236738835966,0.463210619029843,0.663980233656570 
 03/05  24:00:00,0.891017120287973,0.849231973735813,0.000000000000000E+000,0.309681042962389,0.000000000000000E+000,8.590043109024101E-003,8.590043109024101E-003,8.590043109024101E-003,0.250198210283408,5.131810906880441E-002,0.163314336941647,0.402521408825089,0.511823309585417 
 03/06  01:00:00,0.630387392058135,1.47533630363635,0.000000000000000E+000,1.11525155834740,0.000000000000000E+000,3.093524508949016E-002,3.093524508949016E-002,3.093524508949016E-002,0.127084797834667,2.606634631026037E-002,9.827947445740333E-002,0.332946516306314,0.337149779153980 
 03/06  02:00:00,0.538782670230455,1.82040973724007,0.000000000000000E+000,1.52673155433562,0.000000000000000E+000,4.234902382850446E-002,4.234902382850446E-002,4.234902382850446E-002,7.545658832404237E-002,1.547689653155732E-002,8.386910965267348E-002,0.306556039833677,0.272561120410266 
 03/06  03:00:00,0.502696633329379,2.10805690873226,0.000000000000000E+000,1.83205073881901,0.000000000000000E+000,5.081807615290812E-002,5.081807615290812E-002,5.081807615290812E-002,5.162820286083813E-002,1.058945250657523E-002,7.158412284098968E-002,0.303001766908070,0.255133942926248 
 03/06  04:00:00,0.496037538513927,2.29584794485486,0.000000000000000E+000,2.01511853284077,0.000000000000000E+000,5.589607585052547E-002,5.589607585052547E-002,5.589607585052547E-002,5.162820286083813E-002,1.058945250657523E-002,6.411215583864807E-002,0.298736639397340,0.260150987635701 
 03/06  05:00:00,0.500598767760169,2.56282051380685,0.000000000000000E+000,2.23164128201795,0.000000000000000E+000,6.190206101424197E-002,6.190206101424197E-002,6.190206101424197E-002,5.162820286083813E-002,1.058945250657523E-002,7.395221645997889E-002,0.287451822858535,0.311378160145809 
 03/06  06:00:00,0.554154456849655,2.90292817832868,0.000000000000000E+000,2.34456437682110,0.000000000000000E+000,6.503436205238246E-002,6.503436205238246E-002,6.503436205238246E-002,5.559960154633677E-002,1.140402514680282E-002,8.626832450802412E-002,0.320773131536108,0.536267396984680 
 03/06  07:00:00,0.720477328770005,4.26356273365660,0.000000000000000E+000,3.28213986359848,0.000000000000000E+000,9.104116496269203E-002,9.104116496269203E-002,9.104116496269203E-002,8.737081097968286E-002,1.792060626862355E-002,0.138447925181248,0.370621809317757,0.955892647547026 
 03/06  08:00:00,0.908162931659478,3.56553711114899,0.000000000000000E+000,2.46772918626966,0.000000000000000E+000,6.845075142047927E-002,6.845075142047927E-002,6.845075142047927E-002,0.154884628531874,3.176836297547005E-002,0.214170712514307,0.393813440157350,1.07068015068392 
 03/06  09:00:00,0.830312397330295,3.17920915229920,0.000000000000000E+000,2.11646523676388,0.000000000000000E+000,5.870726683376811E-002,5.870726683376811E-002,5.870726683376811E-002,0.123113412448741,2.525177639790496E-002,0.275218413283566,0.332946516306314,1.03980894940034 
 03/06  10:00:00,0.755499087937126,2.55448758019642,0.000000000000000E+000,1.58795454833796,0.000000000000000E+000,4.404724904988966E-002,4.404724904988966E-002,4.404724904988966E-002,6.354239891733346E-002,1.303317179119409E-002,0.336436847124624,0.283364408994085,0.947013521048616 
 03/06  11:00:00,0.771213903983016,2.74125618167253,0.000000000000000E+000,1.88371120172963,0.000000000000000E+000,5.225105247974215E-002,5.225105247974215E-002,5.225105247974215E-002,5.162820286083813E-002,1.058945250657523E-002,0.351641513346258,0.290028670729601,0.837566402557108 
 03/06  12:00:00,0.757524963002830,1.59858550759557,0.000000000000000E+000,0.838512334396417,0.000000000000000E+000,2.325895389337226E-002,2.325895389337226E-002,2.325895389337226E-002,5.162820286083813E-002,1.058945250657523E-002,0.366855814129303,0.290117527552739,0.740088474925673 
 03/06  13:00:00,0.731417452057944,1.10539618814380,0.000000000000000E+000,0.421683246109391,0.000000000000000E+000,1.169680012629250E-002,1.169680012629250E-002,1.169680012629250E-002,5.162820286083813E-002,1.058945250657523E-002,0.357197582224207,0.285230402280028,0.664064892583306 
 03/06  14:00:00,0.698020681035073,0.671654566575132,0.000000000000000E+000,3.212825097099133E-002,0.000000000000000E+000,8.911848727268638E-004,8.911848727268638E-004,8.911848727268638E-004,5.162820286083813E-002,1.058945250657523E-002,0.324743319086342,0.295093509648591,0.619198847620615 
 03/06  15:00:00,0.688666350622381,0.595417050775823,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.162820286083813E-002,1.058945250657523E-002,0.299663947619161,0.311709735575808,0.573944976796239 
 03/06  16:00:00,0.724116612511671,0.601613139389213,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,5.957100023183511E-002,1.221859915096650E-002,0.308215184980723,0.329036816088145,0.578947492312129 
 03/06  17:00:00,0.869014064503837,0.659569225394522,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.134219636560864E-002,1.873518982033986E-002,0.354668780903828,0.389192885354059,0.632759737358438 
 03/06  18:00:00,1.15575066515581,1.09835162368888,0.000000000000000E+000,0.315375875290651,0.000000000000000E+000,8.748008397213758E-003,8.748008397213758E-003,8.748008397213758E-003,0.182684392731217,3.747036600131882E-002,0.438965730037081,0.472807155928983,0.750406505055765 
 03/06  19:00:00,1.38182971206944,0.893420881752720,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.353454629304658,7.249702226557142E-002,0.397477157158294,0.513325867280912,0.858060513628415 
 03/06  20:00:00,1.50377331391958,0.912267727999023,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.528196184766160,0.108338248442179,0.322310632266247,0.529853236384989,0.875768874766336 
 03/06  21:00:00,1.54055206032238,1.10371768024869,0.000000000000000E+000,0.253616317755914,0.000000000000000E+000,7.034899785389325E-003,7.034899785389325E-003,7.034899785389325E-003,0.567910171621143,0.116483974844455,0.285979116882669,0.548068885128730,0.812347727285795 
 03/06  22:00:00,1.41102757737727,1.37189082406061,0.000000000000000E+000,0.600315201758044,0.000000000000000E+000,1.665175695862783E-002,1.665175695862783E-002,1.665175695862783E-002,0.476567975255536,9.774878502411546E-002,0.269710545482451,0.535273502596540,0.734703394921429 
 03/06  23:00:00,1.15871584700085,1.78802185757933,0.000000000000000E+000,1.14459214605504,0.000000000000000E+000,3.174910476537405E-002,3.174910476537405E-002,3.174910476537405E-002,0.357426014690583,7.331159217792682E-002,0.217943504277125,0.463210619029843,0.611521524051206 
 03/06  24:00:00,0.915474914170201,2.25765384794257,0.000000000000000E+000,1.75146264002035,0.000000000000000E+000,4.858269475489693E-002,4.858269475489693E-002,4.858269475489693E-002,0.250198210283408,5.131810906880441E-002,0.147779479178003,0.402521408825089,0.478463586734216 
 03/07  01:00:00,0.663859893738040,2.68176241862195,0.000000000000000E+000,2.32197416721345,0.000000000000000E+000,6.440774676939535E-002,6.440774676939535E-002,6.440774676939535E-002,0.127084797834667,2.606634631026037E-002,9.827947445740333E-002,0.332946516306314,0.336853285273518 
 03/07  02:00:00,0.575571212492766,3.14652913634802,0.000000000000000E+000,2.85300128223612,0.000000000000000E+000,7.913756609081694E-002,7.913756609081694E-002,7.913756609081694E-002,7.545658832404237E-002,1.547689653155732E-002,8.386910965267348E-002,0.306556039833677,0.272410791617720 
 03/07  03:00:00,0.540308802810610,3.46391307268035,0.000000000000000E+000,3.18801318571170,0.000000000000000E+000,8.843024563413963E-002,8.843024563413963E-002,8.843024563413963E-002,5.162820286083813E-002,1.058945250657523E-002,7.158412284098968E-002,0.303001766908070,0.255027659981653 
 03/07  04:00:00,0.535842815211756,3.73075563974260,0.000000000000000E+000,3.45014504513388,0.000000000000000E+000,9.570135254835467E-002,9.570135254835467E-002,9.570135254835467E-002,5.162820286083813E-002,1.058945250657523E-002,6.411215583864807E-002,0.298736639397340,0.260032170230342 
